19000.0	464737.5524069376
19001.0	464632.8698492245
19002.0	464566.8868063233
19003.0	464479.7009275562
19004.0	464380.4293715286
19005.0	464305.1346242218
19006.0	464202.12202864635
19007.0	464136.5160536746
19008.0	464043.95091012266
19009.0	463949.39745675947
19010.0	463792.9680229715
19011.0	463790.6847836843
19012.0	463582.6688360446
19013.0	463629.87978205853
19014.0	463537.602367761
19015.0	463450.86625819316
19016.0	463362.4295680683
19017.0	463290.0381878954
19018.0	463199.16167113394
19019.0	463116.11473155406
19020.0	463033.78229166084
19021.0	462951.1044508331
19022.0	462865.46382356493
19023.0	462771.1471386624
19024.0	462670.75227811845
19025.0	462602.4207745025
19026.0	462510.3843229696
19027.0	462347.32173721597
19028.0	462357.41057624744
19029.0	462268.9649382742
19030.0	462188.63737569284
19031.0	462105.3592600577
19032.0	462018.3985455104
19033.0	461919.79674992635
19034.0	461847.1454627157
19035.0	461748.3784814592
19036.0	454793.5237483165
19037.0	461585.8429100032
19038.0	461506.7091162453
19039.0	461424.9066965675
19040.0	461341.99166784843
19041.0	461256.13223772164
19042.0	460743.6026194598
19043.0	461091.8210076673
19044.0	461004.2900075861
19045.0	460917.3946542763
19046.0	460826.6642391041
19047.0	460751.5957744982
19048.0	460557.0993269417
19049.0	459733.0901379747
19050.0	460479.114842385
19051.0	459426.0320627354
19052.0	460185.8315605334
19053.0	460247.6079262379
19054.0	460164.1206546432
19055.0	459919.99244861444
19056.0	459944.5268201471
19057.0	459911.1238025217
19058.0	459383.4577799845
19059.0	459570.0133614933
19060.0	459654.6513403903
19061.0	459574.9872467968
19062.0	459491.15296645125
19063.0	459407.2677253121
19064.0	459301.2502604459
19065.0	459212.50857451523
19066.0	458983.2100992343
19067.0	459069.412343808
19068.0	458987.9254056959
19069.0	458903.8885404672
19070.0	458815.09470535687
19071.0	458731.84392260265
19072.0	458481.48179244366
19073.0	458567.4329380181
19074.0	458485.18927755946
19075.0	458401.3914177537
19076.0	458242.2139458902
19077.0	458230.3360264874
19078.0	458140.7395414017
19079.0	458065.67694882135
19080.0	457979.8157710678
19081.0	457890.35986507096
19082.0	457807.6776901291
19083.0	457717.81255987193
19084.0	457615.82756877656
19085.0	457559.188176896
19086.0	457207.1267576491
19087.0	456871.62612831563
19088.0	457088.8417225383
19089.0	457116.7254555306
19090.0	457142.8108806827
19091.0	457013.3942326615
19092.0	456615.286765432
19093.0	456896.39587020804
19094.0	456812.5708173312
19095.0	456729.5196135424
19096.0	456642.9999300607
19097.0	456562.273419264
19098.0	456296.91245800117
19099.0	456183.7221041495
19100.0	456297.83953899523
19101.0	456223.5421272747
19102.0	456119.904300783
19103.0	456061.3888666283
19104.0	455979.5345074859
19105.0	455509.32471753465
19106.0	455778.1556264961
19107.0	455627.9394249387
19108.0	455506.0572149077
19109.0	455161.1822462287
19110.0	455474.8764793514
19111.0	455285.6000528383
19112.0	455174.56109731813
19113.0	455228.47817618784
19114.0	455076.87624649383
19115.0	455017.05274873174
19116.0	454973.4493235883
19117.0	454895.4786103296
19118.0	454774.054907631
19119.0	452469.56014578015
19120.0	454592.8371372031
19121.0	454527.0855499775
19122.0	454484.0780655275
19123.0	454401.3738005845
19124.0	454292.2647142401
19125.0	454232.4502342315
19126.0	454152.8935847253
19127.0	453731.60664596467
19128.0	453956.5856172714
19129.0	453891.94663908693
19130.0	453818.7367404886
19131.0	453738.0212746922
19132.0	453654.66067107837
19133.0	453559.14364627626
19134.0	453476.3909371221
19135.0	453404.829679616
19136.0	453325.193478144
19137.0	453212.10301863257
19138.0	453156.801679633
19139.0	453077.43517190835
19140.0	452995.0260461567
19141.0	452912.06830544217
19142.0	452823.958421504
19143.0	452735.6595841706
19144.0	452658.64992576855
19145.0	452581.4232820394
19146.0	452395.82078621024
19147.0	452378.1645139968
19148.0	452180.9114999468
19149.0	452082.712497357
19150.0	452168.4586812757
19151.0	452086.6336822614
19152.0	451998.6499070635
19153.0	451632.5860835325
19154.0	451775.83044307627
19155.0	451756.57956638717
19156.0	451675.27543002454
19157.0	451475.379375309
19158.0	451042.9771814229
19159.0	451410.97360042675
19160.0	451331.9453633195
19161.0	451253.9126442667
19162.0	450572.19249220326
19163.0	451084.6473120426
19164.0	451005.2220141568
19165.0	450589.20382027054
19166.0	450802.3580699307
19167.0	450696.4924388694
19168.0	450680.5784805377
19169.0	450584.7826743297
19170.0	450517.27800784213
19171.0	450390.53383051953
19172.0	450350.4690697558
19173.0	450268.3633319935
19174.0	450178.1328079532
19175.0	450106.77406542504
19176.0	450025.48740532907
19177.0	449917.73615499964
19178.0	449837.1617576279
19179.0	449703.1833146711
19180.0	449695.7539439958
19181.0	449583.86319523834
19182.0	449524.9218295126
19183.0	449452.41377778345
19184.0	449366.3600115712
19185.0	449286.3310135297
19186.0	449207.0249037824
19187.0	449114.80600002554
19188.0	449040.3090093398
19189.0	448961.0250594987
19190.0	448877.30814976
19191.0	448783.9909675008
19192.0	448716.7153799167
19193.0	448596.0051982336
19194.0	448493.8855699798
19195.0	448471.7632727722
19196.0	448387.56248016225
19197.0	448308.4142160554
19198.0	448228.74355138565
19199.0	444436.49966079916
19200.0	445579.54746504687
19201.0	447980.3839916715
19202.0	447902.90380226553
19203.0	447809.0013048832
19204.0	447733.2320419841
19205.0	447656.96610358625
19206.0	447573.7762081451
19207.0	447476.2742988801
19208.0	447365.6983945215
19209.0	447330.6424016896
19210.0	447248.7502938112
19211.0	447169.616220433
19212.0	447088.8190356139
19213.0	446961.7171540651
19214.0	446863.22804544866
19215.0	446831.1370061142
