Temp,Logg,pgs,Kzz,gs,File
1700,4.0,4000000,100000000.0,1,aces-pso318_t1700_g4.00_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1700,4.5,500000,100000000.0,1,aces-pso318_t1700_g4.50_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1700,4.5,1000000,100000000.0,1,aces-pso318_t1700_g4.50_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1700,4.5,4000000,100000000.0,1,aces-pso318_t1700_g4.50_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1700,5.0,500000,100000000.0,1,aces-pso318_t1700_g5.00_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1700,5.0,1000000,100000000.0,1,aces-pso318_t1700_g5.00_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1700,5.0,4000000,100000000.0,1,aces-pso318_t1700_g5.00_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1700,5.5,500000,100000000.0,1,aces-pso318_t1700_g5.50_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1700,5.5,1000000,100000000.0,1,aces-pso318_t1700_g5.50_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1700,5.5,4000000,100000000.0,1,aces-pso318_t1700_g5.50_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1800,3.5,500000,100000000.0,1,aces-pso318_t1800_g3.50_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1800,3.5,1000000,100000000.0,1,aces-pso318_t1800_g3.50_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1800,3.5,4000000,100000000.0,1,aces-pso318_t1800_g3.50_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1800,4.0,500000,100000000.0,1,aces-pso318_t1800_g4.00_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1800,4.0,1000000,100000000.0,1,aces-pso318_t1800_g4.00_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1800,4.0,4000000,100000000.0,1,aces-pso318_t1800_g4.00_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1800,4.5,500000,100000000.0,1,aces-pso318_t1800_g4.50_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1800,4.5,1000000,100000000.0,1,aces-pso318_t1800_g4.50_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1800,4.5,4000000,100000000.0,1,aces-pso318_t1800_g4.50_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1800,5.0,500000,100000000.0,1,aces-pso318_t1800_g5.00_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1800,5.0,1000000,100000000.0,1,aces-pso318_t1800_g5.00_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1800,5.0,4000000,100000000.0,1,aces-pso318_t1800_g5.00_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1800,5.5,500000,100000000.0,1,aces-pso318_t1800_g5.50_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1800,5.5,1000000,100000000.0,1,aces-pso318_t1800_g5.50_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1800,5.5,4000000,100000000.0,1,aces-pso318_t1800_g5.50_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1900,3.5,500000,100000000.0,1,aces-pso318_t1900_g3.50_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1900,3.5,1000000,100000000.0,1,aces-pso318_t1900_g3.50_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1900,3.5,4000000,100000000.0,1,aces-pso318_t1900_g3.50_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1900,4.0,500000,100000000.0,1,aces-pso318_t1900_g4.00_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1900,4.0,1000000,100000000.0,1,aces-pso318_t1900_g4.00_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1900,4.0,4000000,100000000.0,1,aces-pso318_t1900_g4.00_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1900,4.5,500000,100000000.0,1,aces-pso318_t1900_g4.50_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1900,4.5,1000000,100000000.0,1,aces-pso318_t1900_g4.50_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1900,4.5,4000000,100000000.0,1,aces-pso318_t1900_g4.50_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1900,5.0,500000,100000000.0,1,aces-pso318_t1900_g5.00_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1900,5.0,1000000,100000000.0,1,aces-pso318_t1900_g5.00_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1900,5.0,4000000,100000000.0,1,aces-pso318_t1900_g5.00_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1900,5.5,500000,100000000.0,1,aces-pso318_t1900_g5.50_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1900,5.5,1000000,100000000.0,1,aces-pso318_t1900_g5.50_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
1900,5.5,4000000,100000000.0,1,aces-pso318_t1900_g5.50_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2000,3.5,500000,100000000.0,1,aces-pso318_t2000_g3.50_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2000,3.5,1000000,100000000.0,1,aces-pso318_t2000_g3.50_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2000,3.5,4000000,100000000.0,1,aces-pso318_t2000_g3.50_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2000,4.0,500000,100000000.0,1,aces-pso318_t2000_g4.00_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2000,4.0,1000000,100000000.0,1,aces-pso318_t2000_g4.00_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2000,4.0,4000000,100000000.0,1,aces-pso318_t2000_g4.00_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2000,4.5,500000,100000000.0,1,aces-pso318_t2000_g4.50_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2000,4.5,1000000,100000000.0,1,aces-pso318_t2000_g4.50_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2000,4.5,4000000,100000000.0,1,aces-pso318_t2000_g4.50_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2000,5.0,500000,100000000.0,1,aces-pso318_t2000_g5.00_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2000,5.0,1000000,100000000.0,1,aces-pso318_t2000_g5.00_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2000,5.0,4000000,100000000.0,1,aces-pso318_t2000_g5.00_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2000,5.5,500000,100000000.0,1,aces-pso318_t2000_g5.50_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2000,5.5,1000000,100000000.0,1,aces-pso318_t2000_g5.50_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2000,5.5,4000000,100000000.0,1,aces-pso318_t2000_g5.50_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2100,3.5,500000,100000000.0,1,aces-pso318_t2100_g3.50_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2100,3.5,1000000,100000000.0,1,aces-pso318_t2100_g3.50_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2100,3.5,4000000,100000000.0,1,aces-pso318_t2100_g3.50_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2100,4.0,500000,100000000.0,1,aces-pso318_t2100_g4.00_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2100,4.0,1000000,100000000.0,1,aces-pso318_t2100_g4.00_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2100,4.0,4000000,100000000.0,1,aces-pso318_t2100_g4.00_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2100,4.5,500000,100000000.0,1,aces-pso318_t2100_g4.50_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2100,4.5,1000000,100000000.0,1,aces-pso318_t2100_g4.50_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2100,4.5,4000000,100000000.0,1,aces-pso318_t2100_g4.50_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2100,5.0,500000,100000000.0,1,aces-pso318_t2100_g5.00_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2100,5.0,1000000,100000000.0,1,aces-pso318_t2100_g5.00_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2100,5.0,4000000,100000000.0,1,aces-pso318_t2100_g5.00_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2100,5.5,500000,100000000.0,1,aces-pso318_t2100_g5.50_pgs500000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2100,5.5,1000000,100000000.0,1,aces-pso318_t2100_g5.50_pgs1000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
2100,5.5,4000000,100000000.0,1,aces-pso318_t2100_g5.50_pgs4000000_Kzz100000000_gs1.0_OSIRIS-Kbb-RAW.txt
