Temp,Logg,Metal,Alpha,PGS,Kzz,GS
1000,4.0,0.0,0.0,500000,100000000,3.0
1000,4.0,0.0,0.0,500000,100000000,5.0
1000,4.0,0.0,0.0,500000,100000000,10.0
1000,4.0,0.0,0.0,1000000,100000000,0.5
1000,4.0,0.0,0.0,1000000,100000000,1.0
1000,4.0,0.0,0.0,1000000,100000000,2.0
1000,4.0,0.0,0.0,1000000,100000000,3.0
1000,4.0,0.0,0.0,1000000,100000000,5.0
1000,4.0,0.0,0.0,1000000,100000000,10.0
1000,4.0,0.0,0.0,2000000,100000000,0.5
1000,4.0,0.0,0.0,2000000,100000000,1.0
1000,4.0,0.0,0.0,2000000,100000000,2.0
1000,4.0,0.0,0.0,2000000,100000000,3.0
1000,4.0,0.0,0.0,3000000,100000000,0.5
1000,4.0,0.0,0.0,3000000,100000000,1.0
1000,4.0,0.0,0.0,3000000,100000000,2.0
1000,4.0,0.0,0.0,3000000,100000000,3.0
1000,4.0,0.0,0.0,4000000,100000000,0.5
1000,4.0,0.0,0.0,4000000,100000000,1.0
1000,4.0,0.0,0.0,4000000,100000000,2.0
1000,4.0,0.0,0.0,4000000,100000000,3.0
1000,4.0,0.0,0.0,4000000,100000000,5.0
1000,4.0,0.0,0.0,4000000,100000000,10.0
1000,4.5,0.0,0.0,500000,100000000,1.0
1000,4.5,0.0,0.0,500000,100000000,5.0
1000,4.5,0.0,0.0,500000,100000000,10.0
1000,4.5,0.0,0.0,1000000,100000000,1.0
1000,4.5,0.0,0.0,1000000,100000000,5.0
1000,4.5,0.0,0.0,1000000,100000000,10.0
1000,4.5,0.0,0.0,4000000,100000000,1.0
1000,4.5,0.0,0.0,4000000,100000000,5.0
1000,4.5,0.0,0.0,4000000,100000000,10.0
1000,5.0,0.0,0.0,500000,100000000,1.0
1000,5.0,0.0,0.0,500000,100000000,5.0
1000,5.0,0.0,0.0,500000,100000000,10.0
1000,5.0,0.0,0.0,1000000,100000000,1.0
1000,5.0,0.0,0.0,1000000,100000000,5.0
1000,5.0,0.0,0.0,1000000,100000000,10.0
1000,5.0,0.0,0.0,4000000,100000000,1.0
1000,5.0,0.0,0.0,4000000,100000000,5.0
1000,5.0,0.0,0.0,4000000,100000000,10.0
1000,5.5,0.0,0.0,500000,100000000,1.0
1000,5.5,0.0,0.0,500000,100000000,5.0
1000,5.5,0.0,0.0,500000,100000000,10.0
1000,5.5,0.0,0.0,1000000,100000000,1.0
1000,5.5,0.0,0.0,1000000,100000000,5.0
1000,5.5,0.0,0.0,1000000,100000000,10.0
1000,5.5,0.0,0.0,4000000,100000000,1.0
1000,5.5,0.0,0.0,4000000,100000000,5.0
1000,5.5,0.0,0.0,4000000,100000000,10.0
1100,3.5,0.0,0.0,500000,100000000,0.5
1100,3.5,0.0,0.0,500000,100000000,1.0
1100,3.5,0.0,0.0,500000,100000000,2.0
1100,3.5,0.0,0.0,500000,100000000,3.0
1100,3.5,0.0,0.0,500000,100000000,5.0
1100,3.5,0.0,0.0,500000,100000000,10.0
1100,3.5,0.0,0.0,900000,100000000,0.5
1100,3.5,0.0,0.0,900000,100000000,1.0
1100,3.5,0.0,0.0,900000,100000000,2.0
1100,3.5,0.0,0.0,1000000,100000000,0.5
1100,3.5,0.0,0.0,1000000,100000000,1.0
1100,3.5,0.0,0.0,1000000,100000000,2.0
1100,3.5,0.0,0.0,1000000,100000000,3.0
1100,3.5,0.0,0.0,1000000,100000000,5.0
1100,3.5,0.0,0.0,1000000,100000000,10.0
1100,3.5,0.0,0.0,2000000,100000000,0.5
1100,3.5,0.0,0.0,2000000,100000000,1.0
1100,3.5,0.0,0.0,2000000,100000000,2.0
1100,3.5,0.0,0.0,2000000,100000000,3.0
1100,3.5,0.0,0.0,3000000,100000000,0.5
1100,3.5,0.0,0.0,3000000,100000000,1.0
1100,3.5,0.0,0.0,3000000,100000000,2.0
1100,3.5,0.0,0.0,3000000,100000000,3.0
1100,3.5,0.0,0.0,4000000,100000000,0.5
1100,3.5,0.0,0.0,4000000,100000000,1.0
1100,3.5,0.0,0.0,4000000,100000000,2.0
1100,3.5,0.0,0.0,4000000,100000000,3.0
1100,3.5,0.0,0.0,4000000,100000000,5.0
1100,3.5,0.0,0.0,4000000,100000000,10.0
1100,4.0,0.0,0.0,500000,100000000,0.5
1100,4.0,0.0,0.0,500000,100000000,1.0
1100,4.0,0.0,0.0,500000,100000000,2.0
1100,4.0,0.0,0.0,500000,100000000,3.0
1100,4.0,0.0,0.0,500000,100000000,5.0
1100,4.0,0.0,0.0,500000,100000000,10.0
1100,4.0,0.0,0.0,1000000,100000000,0.5
1100,4.0,0.0,0.0,1000000,100000000,1.0
1100,4.0,0.0,0.0,1000000,100000000,2.0
1100,4.0,0.0,0.0,1000000,100000000,3.0
1100,4.0,0.0,0.0,1000000,100000000,5.0
1100,4.0,0.0,0.0,1000000,100000000,10.0
1100,4.0,0.0,0.0,2000000,100000000,0.5
1100,4.0,0.0,0.0,2000000,100000000,1.0
1100,4.0,0.0,0.0,2000000,100000000,2.0
1100,4.0,0.0,0.0,2000000,100000000,3.0
1100,4.0,0.0,0.0,3000000,100000000,0.5
1100,4.0,0.0,0.0,3000000,100000000,1.0
1100,4.0,0.0,0.0,3000000,100000000,2.0
1100,4.0,0.0,0.0,3000000,100000000,3.0
1100,4.0,0.0,0.0,4000000,100000000,0.5
1100,4.0,0.0,0.0,4000000,100000000,1.0
1100,4.0,0.0,0.0,4000000,100000000,2.0
1100,4.0,0.0,0.0,4000000,100000000,3.0
1100,4.0,0.0,0.0,4000000,100000000,5.0
1100,4.0,0.0,0.0,4000000,100000000,10.0
1100,4.5,0.0,0.0,500000,100000000,1.0
1100,4.5,0.0,0.0,500000,100000000,5.0
1100,4.5,0.0,0.0,500000,100000000,10.0
1100,4.5,0.0,0.0,1000000,100000000,1.0
1100,4.5,0.0,0.0,1000000,100000000,5.0
1100,4.5,0.0,0.0,1000000,100000000,10.0
1100,4.5,0.0,0.0,4000000,100000000,1.0
1100,4.5,0.0,0.0,4000000,100000000,5.0
1100,4.5,0.0,0.0,4000000,100000000,10.0
1100,5.0,0.0,0.0,500000,100000000,1.0
1100,5.0,0.0,0.0,500000,100000000,5.0
1100,5.0,0.0,0.0,500000,100000000,10.0
1100,5.0,0.0,0.0,1000000,100000000,1.0
1100,5.0,0.0,0.0,1000000,100000000,5.0
1100,5.0,0.0,0.0,1000000,100000000,10.0
1100,5.0,0.0,0.0,4000000,100000000,1.0
1100,5.0,0.0,0.0,4000000,100000000,5.0
1100,5.0,0.0,0.0,4000000,100000000,10.0
1100,5.5,0.0,0.0,500000,100000000,1.0
1100,5.5,0.0,0.0,500000,100000000,5.0
1100,5.5,0.0,0.0,500000,100000000,10.0
1100,5.5,0.0,0.0,1000000,100000000,1.0
1100,5.5,0.0,0.0,1000000,100000000,5.0
1100,5.5,0.0,0.0,1000000,100000000,10.0
1100,5.5,0.0,0.0,4000000,100000000,1.0
1100,5.5,0.0,0.0,4000000,100000000,5.0
1100,5.5,0.0,0.0,4000000,100000000,10.0
1200,3.5,0.0,0.0,500000,100000000,0.5
1200,3.5,0.0,0.0,500000,100000000,1.0
1200,3.5,0.0,0.0,500000,100000000,2.0
1200,3.5,0.0,0.0,500000,100000000,3.0
1200,3.5,0.0,0.0,1000000,100000000,0.5
1200,3.5,0.0,0.0,1000000,100000000,1.0
1200,3.5,0.0,0.0,1000000,100000000,2.0
1200,3.5,0.0,0.0,1000000,100000000,3.0
1200,3.5,0.0,0.0,2000000,100000000,0.5
1200,3.5,0.0,0.0,2000000,100000000,1.0
1200,3.5,0.0,0.0,2000000,100000000,2.0
1200,3.5,0.0,0.0,2000000,100000000,3.0
1200,3.5,0.0,0.0,3000000,100000000,0.5
1200,3.5,0.0,0.0,3000000,100000000,1.0
1200,3.5,0.0,0.0,3000000,100000000,2.0
1200,3.5,0.0,0.0,3000000,100000000,3.0
1200,3.5,0.0,0.0,4000000,100000000,0.5
1200,3.5,0.0,0.0,4000000,100000000,1.0
1200,3.5,0.0,0.0,4000000,100000000,2.0
1200,3.5,0.0,0.0,4000000,100000000,3.0
1200,4.0,0.0,0.0,500000,100000000,0.5
1200,4.0,0.0,0.0,500000,100000000,1.0
1200,4.0,0.0,0.0,500000,100000000,2.0
1200,4.0,0.0,0.0,500000,100000000,3.0
1200,4.0,0.0,0.0,1000000,100000000,0.5
1200,4.0,0.0,0.0,1000000,100000000,1.0
1200,4.0,0.0,0.0,1000000,100000000,2.0
1200,4.0,0.0,0.0,1000000,100000000,3.0
1200,4.0,0.0,0.0,2000000,100000000,0.5
1200,4.0,0.0,0.0,2000000,100000000,1.0
1200,4.0,0.0,0.0,2000000,100000000,2.0
1200,4.0,0.0,0.0,2000000,100000000,3.0
1200,4.0,0.0,0.0,3000000,100000000,0.5
1200,4.0,0.0,0.0,3000000,100000000,1.0
1200,4.0,0.0,0.0,3000000,100000000,2.0
1200,4.0,0.0,0.0,3000000,100000000,3.0
1200,4.0,0.0,0.0,4000000,100000000,0.5
1200,4.0,0.0,0.0,4000000,100000000,1.0
1200,4.0,0.0,0.0,4000000,100000000,2.0
1200,4.0,0.0,0.0,4000000,100000000,3.0
1200,4.5,0.0,0.0,500000,100000000,1.0
1200,4.5,0.0,0.0,1000000,100000000,1.0
1200,4.5,0.0,0.0,4000000,100000000,1.0
1200,5.0,0.0,0.0,500000,100000000,1.0
1200,5.0,0.0,0.0,1000000,100000000,1.0
1200,5.0,0.0,0.0,1000000,100000000,1.0
1200,5.0,0.0,0.0,4000000,100000000,1.0
1200,5.5,0.0,0.0,500000,100000000,1.0
1200,5.5,0.0,0.0,1000000,100000000,1.0
1200,5.5,0.0,0.0,4000000,100000000,1.0
1300,3.5,0.0,0.0,500000,100000000,1.0
1300,3.5,0.0,0.0,1000000,100000000,1.0
1300,3.5,0.0,0.0,4000000,100000000,1.0
1300,4.0,0.0,0.0,500000,100000000,1.0
1300,4.0,0.0,0.0,1000000,100000000,1.0
1300,4.0,0.0,0.0,4000000,100000000,1.0
1300,4.5,0.0,0.0,500000,100000000,1.0
1300,4.5,0.0,0.0,1000000,100000000,1.0
1300,4.5,0.0,0.0,4000000,100000000,1.0
1300,5.0,0.0,0.0,500000,100000000,1.0
1300,5.0,0.0,0.0,1000000,100000000,1.0
1300,5.0,0.0,0.0,4000000,100000000,1.0
1300,5.5,0.0,0.0,500000,100000000,1.0
1300,5.5,0.0,0.0,1000000,100000000,1.0
1300,5.5,0.0,0.0,4000000,100000000,1.0
1400,3.5,0.0,0.0,500000,100000000,1.0
1400,3.5,0.0,0.0,1000000,100000000,1.0
1400,3.5,0.0,0.0,4000000,100000000,1.0
1400,4.0,0.0,0.0,500000,100000000,1.0
1400,4.0,0.0,0.0,1000000,100000000,1.0
1400,4.0,0.0,0.0,4000000,100000000,1.0
1400,4.0,0.0,0.0,5000000,100000000,1.0
1400,4.0,0.0,0.0,6000000,100000000,1.0
1400,4.5,0.0,0.0,500000,100000000,1.0
1400,4.5,0.0,0.0,1000000,100000000,1.0
1400,4.5,0.0,0.0,4000000,100000000,1.0
1400,4.75,0.0,0.0,10000000,10000,0.5
1400,4.75,0.0,0.0,10000000,10000,1.0
1400,4.75,0.0,0.0,20000000,10000,0.5
1400,4.75,0.0,0.0,20000000,10000,1.0
1400,4.75,0.0,0.0,30000000,10000,0.5
1400,4.75,0.0,0.0,30000000,10000,1.0
1400,5.0,0.0,0.0,10000,100000000,1.0
1400,5.0,0.0,0.0,500000,100000000,1.0
1400,5.0,0.0,0.0,1000000,100000000,1.0
1400,5.0,0.0,0.0,3000000,100000000,1.0
1400,5.0,0.0,0.0,4000000,100000000,1.0
1400,5.0,0.0,0.0,10000000,100000000,1.0
1400,5.0,0.0,0.0,20000000,10000,0.5
1400,5.0,0.0,0.0,20000000,10000,1.0
1400,5.0,0.0,0.0,20000000,10000,5.0
1400,5.0,0.0,0.0,20000000,100000000,1.0
1400,5.0,0.0,0.0,30000000,10000,0.5
1400,5.0,0.0,0.0,30000000,10000,1.0
1400,5.0,0.0,0.0,30000000,10000,5.0
1400,5.0,0.0,0.0,30000000,100000,1.0
1400,5.0,0.0,0.0,30000000,1000000,1.0
1400,5.0,0.0,0.0,30000000,10000000,1.0
1400,5.0,0.0,0.0,30000000,100000000,1.0
1400,5.0,0.0,0.0,30000000,100000000,5.0
1400,5.0,0.0,0.0,40000000,10000,1.0
1400,5.0,0.0,0.0,40000000,10000,5.0
1400,5.0,0.0,0.0,40000000,100000000,1.0
1400,5.0,0.0,0.0,50000000,100000000,1.0
1400,5.0,0.0,0.0,60000000,100000000,1.0
1400,5.0,0.0,0.0,100000000,100000000,1.0
1400,5.0,0.0,0.0,200000000,100000000,1.0
1400,5.0,0.0,0.0,1000000000,100000000,1.
1400,5.5,0.0,0.0,500000,100000000,1.0
1400,5.5,0.0,0.0,1000000,100000000,1.0
1400,5.5,0.0,0.0,4000000,100000000,1.0
1400,5.5,0.0,0.0,30000000,10000,1.0
1400,5.5,0.0,0.0,30000000,10000,5.0
1400,5.5,0.0,0.0,30000000,100000000,5.0
1500,3.5,0.0,0.0,500000,100000000,1.0
1500,3.5,0.0,0.0,1000000,100000000,1.0
1500,3.5,0.0,0.0,4000000,100000000,1.0
1500,4.0,0.0,0.0,500000,100000000,1.0
1500,4.0,0.0,0.0,1000000,100000000,1.0
1500,4.0,0.0,0.0,4000000,100000000,1.0
1500,4.5,0.0,0.0,500000,100000000,1.0
1500,4.5,0.0,0.0,1000000,100000000,1.0
1500,4.5,0.0,0.0,4000000,100000000,1.0
1500,5.0,0.0,0.0,1,100000000,1.0
1500,5.0,0.0,0.0,10000,100000000,1.0
1500,5.0,0.0,0.0,500000,100000000,1.0
1500,5.0,0.0,0.0,1000000,100000000,1.0
1500,5.0,0.0,0.0,4000000,100000000,1.0
1500,5.0,0.0,0.0,10000000,10000,0.5
1500,5.0,0.0,0.0,10000000,100000000,1.0
1500,5.0,0.0,0.0,20000000,10000,0.25
1500,5.0,0.0,0.0,20000000,10000,0.5
1500,5.0,0.0,0.0,30000000,10000,0.25
1500,5.0,0.0,0.0,30000000,10000,0.5
1500,5.0,0.0,0.0,30000000,10000,1.0
1500,5.0,0.0,0.0,1000000000,100000000,1.0
1500,5.5,0.0,0.0,500000,100000000,1.0
1500,5.5,0.0,0.0,1000000,100000000,1.0
1500,5.5,0.0,0.0,4000000,100000000,1.0
1500,5.5,0.0,0.0,30000000,10000,0.5
1600,3.5,0.0,0.0,1000000,100000000,1.0
1600,3.5,0.0,0.0,4000000,100000000,1.0
1600,4.0,0.0,0.0,500000,100000000,1.0
1600,4.0,0.0,0.0,1000000,100000000,1.0
1600,4.0,0.0,0.0,4000000,100000000,1.0
1600,5.0,0.0,0.0,500000,100000000,1.0
1600,5.0,0.0,0.0,1000000,100000000,1.0
1600,5.0,0.0,0.0,4000000,100000000,1.0
1600,5.0,0.0,0.0,10000000,10000,0.5
1600,5.0,0.0,0.0,20000000,10000,0.5
1600,5.0,0.0,0.0,30000000,10000,0.5
1600,5.0,0.0,0.0,30000000,10000,1.0
1600,5.5,0.0,0.0,500000,100000000,1.0
1600,5.5,0.0,0.0,1000000,100000000,1.0
1600,5.5,0.0,0.0,4000000,100000000,1.0
1600,5.5,0.0,0.0,30000000,10000,0.5
1700,3.5,0.0,0.0,500000,100000000,1.0
1700,3.5,0.0,0.0,1000000,100000000,1.0
1700,3.5,0.0,0.0,4000000,100000000,1.0
1700,4.0,0.0,0.0,500000,100000000,1.0
1700,4.0,0.0,0.0,1000000,100000000,1.0
1700,4.0,0.0,0.0,4000000,100000000,1.0
1700,4.5,0.0,0.0,500000,100000000,1.0
1700,4.5,0.0,0.0,1000000,100000000,1.0
1700,4.5,0.0,0.0,4000000,100000000,1.0
1700,5.0,0.0,0.0,500000,100000000,1.0
1700,5.0,0.0,0.0,1000000,100000000,1.0
1700,5.0,0.0,0.0,4000000,100000000,1.0
1700,5.0,0.0,0.0,30000000,10000,0.5
1700,5.0,0.0,0.0,30000000,10000,1.0
1700,5.5,0.0,0.0,500000,100000000,1.0
1700,5.5,0.0,0.0,1000000,100000000,1.0
1700,5.5,0.0,0.0,4000000,100000000,1.0
1800,3.5,0.0,0.0,500000,100000000,1.0
1800,3.5,0.0,0.0,1000000,100000000,1.0
1800,3.5,0.0,0.0,4000000,100000000,1.0
1800,4.0,0.0,0.0,500000,100000000,1.0
1800,4.0,0.0,0.0,1000000,100000000,1.0
1800,4.0,0.0,0.0,4000000,100000000,1.0
1800,4.5,0.0,0.0,500000,100000000,1.0
1800,4.5,0.0,0.0,1000000,100000000,1.0
1800,4.5,0.0,0.0,4000000,100000000,1.0
1800,5.0,0.0,0.0,500000,100000000,1.0
1800,5.0,0.0,0.0,1000000,100000000,1.0
1800,5.0,0.0,0.0,4000000,100000000,1.0
1800,5.0,0.0,0.0,30000000,10000,1.0
1800,5.5,0.0,0.0,500000,100000000,1.0
1800,5.5,0.0,0.0,1000000,100000000,1.0
1800,5.5,0.0,0.0,4000000,100000000,1.0
1900,3.5,0.0,0.0,500000,100000000,1.0
1900,3.5,0.0,0.0,1000000,100000000,1.0
1900,3.5,0.0,0.0,4000000,100000000,1.0
1900,4.0,0.0,0.0,500000,100000000,1.0
1900,4.0,0.0,0.0,1000000,100000000,1.0
1900,4.0,0.0,0.0,4000000,100000000,1.0
1900,4.5,0.0,0.0,500000,100000000,1.0
1900,4.5,0.0,0.0,1000000,100000000,1.0
1900,4.5,0.0,0.0,4000000,100000000,1.0
1900,5.0,0.0,0.0,500000,100000000,1.0
1900,5.0,0.0,0.0,1000000,100000000,1.0
1900,5.0,0.0,0.0,4000000,100000000,1.0
1900,5.0,0.0,0.0,30000000,10000,1.0
1900,5.5,0.0,0.0,500000,100000000,1.0
1900,5.5,0.0,0.0,1000000,100000000,1.0
1900,5.5,0.0,0.0,4000000,100000000,1.0
2000,3.5,0.0,0.0,500000,100000000,1.0
2000,3.5,0.0,0.0,1000000,100000000,1.0
2000,3.5,0.0,0.0,4000000,100000000,1.0
2000,4.0,0.0,0.0,500000,100000000,1.0
2000,4.0,0.0,0.0,1000000,100000000,1.0
2000,4.0,0.0,0.0,4000000,100000000,1.0
2000,4.5,0.0,0.0,500000,100000000,1.0
2000,4.5,0.0,0.0,1000000,100000000,1.0
2000,4.5,0.0,0.0,4000000,100000000,1.0
2000,5.0,0.0,0.0,500000,100000000,1.0
2000,5.0,0.0,0.0,1000000,100000000,1.0
2000,5.0,0.0,0.0,4000000,100000000,1.0
2000,5.5,0.0,0.0,500000,100000000,1.0
2000,5.5,0.0,0.0,1000000,100000000,1.0
2000,5.5,0.0,0.0,4000000,100000000,1.0
2100,3.5,0.0,0.0,500000,100000000,1.0
2100,3.5,0.0,0.0,1000000,100000000,1.0
2100,3.5,0.0,0.0,4000000,100000000,1.0
2100,4.0,0.0,0.0,500000,100000000,1.0
2100,4.0,0.0,0.0,1000000,100000000,1.0
2100,4.0,0.0,0.0,4000000,100000000,1.0
2100,4.5,0.0,0.0,500000,100000000,1.0
2100,4.5,0.0,0.0,1000000,100000000,1.0
2100,4.5,0.0,0.0,4000000,100000000,1.0
2100,5.0,0.0,0.0,500000,100000000,1.0
2100,5.0,0.0,0.0,1000000,100000000,1.0
2100,5.0,0.0,0.0,4000000,100000000,1.0
2100,5.5,0.0,0.0,500000,100000000,1.0
2100,5.5,0.0,0.0,1000000,100000000,1.0
2100,5.5,0.0,0.0,4000000,100000000,1.0
